binary,name,va,size,type,bind,shndx
SLUS_204.69,tyaCaptureUnit,0x258ec0,100,FUNC,LOCAL,2
SLUS_204.69,tyaCaptureUnit2,0x258f28,236,FUNC,LOCAL,2
SLUS_204.69,head.1,0x36a9e0,26,OBJECT,LOCAL,5
SLUS_204.69,gcc2_compiled.,0x259340,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x259340,0,NOTYPE,LOCAL,2
SLUS_204.69,model.0,0x36aa00,128,OBJECT,LOCAL,5
SLUS_204.69,index.1,0x36aa80,32,OBJECT,LOCAL,5
SLUS_204.69,task_menubg_sub,0x259340,1048,FUNC,LOCAL,2
SLUS_204.69,TestEnv.2,0x36aaa0,176,OBJECT,LOCAL,5
SLUS_204.69,TestEnv.3,0x36ab50,112,OBJECT,LOCAL,5
SLUS_204.69,task_menubg,0x259758,548,FUNC,LOCAL,2
SLUS_204.69,gcc2_compiled.,0x259a88,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x259a88,0,NOTYPE,LOCAL,2
SLUS_204.69,gcc2_compiled.,0x259c38,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x259c38,0,NOTYPE,LOCAL,2
SLUS_204.69,TestEnv.0,0x36abc0,96,OBJECT,LOCAL,5
SLUS_204.69,TransEnv.1,0x36ac20,32,OBJECT,LOCAL,5
SLUS_204.69,FlushEnv.2,0x36ac40,48,OBJECT,LOCAL,5
SLUS_204.69,DrawImage,0x259c38,280,FUNC,LOCAL,2
SLUS_204.69,gcc2_compiled.,0x25a0b0,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x25a0b0,0,NOTYPE,LOCAL,2
SLUS_204.69,TestEnv.0,0x36ac70,144,OBJECT,LOCAL,5
SLUS_204.69,gcc2_compiled.,0x25a1c0,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x25a1c0,0,NOTYPE,LOCAL,2
SLUS_204.69,gcc2_compiled.,0x25a210,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x25a210,0,NOTYPE,LOCAL,2
SLUS_204.69,gcc2_compiled.,0x25a8c0,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x25a8c0,0,NOTYPE,LOCAL,2
SLUS_204.69,disptest,0x25a8c0,140,FUNC,LOCAL,2
SLUS_204.69,loader,0x25aa38,340,FUNC,LOCAL,2
SLUS_204.69,gcc2_compiled.,0x25ae20,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x25ae20,0,NOTYPE,LOCAL,2
SLUS_204.69,defaultStage,0x4deef0,0,NOTYPE,LOCAL,14
SLUS_204.69,gcc2_compiled.,0x25b118,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x25b118,0,NOTYPE,LOCAL,2
SLUS_204.69,ctrlCodeFlags,0x4da3a8,4,OBJECT,LOCAL,12
SLUS_204.69,_skipCTRLCode,0x25cf18,176,FUNC,LOCAL,2
SLUS_204.69,_copyCTRLCode,0x25cdb0,360,FUNC,LOCAL,2
SLUS_204.69,rubyFont,0x25c2e0,188,FUNC,LOCAL,2
SLUS_204.69,rubyY,0x4dc584,0,NOTYPE,LOCAL,13
SLUS_204.69,rubyX1,0x4dc57c,0,NOTYPE,LOCAL,13
SLUS_204.69,rubyX2,0x4dc580,0,NOTYPE,LOCAL,13
SLUS_204.69,mfunc,0x36ad00,104,OBJECT,LOCAL,5
SLUS_204.69,findMsgFunc,0x25c888,100,FUNC,LOCAL,2
SLUS_204.69,cnvCH,0x4dc58c,0,NOTYPE,LOCAL,13
SLUS_204.69,cnvCW,0x4dc588,0,NOTYPE,LOCAL,13
SLUS_204.69,gcc2_compiled.,0x25cfc8,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x25cfc8,0,NOTYPE,LOCAL,2
SLUS_204.69,tcomponent,0x4dd710,0,NOTYPE,LOCAL,14
SLUS_204.69,groupStatus,0x4dc590,0,NOTYPE,LOCAL,13
SLUS_204.69,vSample,0x36ae50,16,OBJECT,LOCAL,5
SLUS_204.69,gcc2_compiled.,0x25fec8,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x25fec8,0,NOTYPE,LOCAL,2
SLUS_204.69,gcc2_compiled.,0x2606e0,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x2606e0,0,NOTYPE,LOCAL,2
SLUS_204.69,dbCX,0x4da640,4,OBJECT,LOCAL,12
SLUS_204.69,dbCY,0x4da644,4,OBJECT,LOCAL,12
SLUS_204.69,dbCZ,0x4da648,4,OBJECT,LOCAL,12
SLUS_204.69,dbCH,0x4da64c,4,OBJECT,LOCAL,12
SLUS_204.69,dbMODE,0x4da650,4,OBJECT,LOCAL,12
SLUS_204.69,gcc2_compiled.,0x260b90,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x260b90,0,NOTYPE,LOCAL,2
SLUS_204.69,gcc2_compiled.,0x260d78,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x260d78,0,NOTYPE,LOCAL,2
SLUS_204.69,gcc2_compiled.,0x2610d0,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x2610d0,0,NOTYPE,LOCAL,2
SLUS_204.69,debugBasePath,0x4da430,4,OBJECT,LOCAL,12
SLUS_204.69,s_nScriptFadeOutTime,0x4da434,4,OBJECT,LOCAL,12
SLUS_204.69,s_nScriptFadeRequest,0x4da438,4,OBJECT,LOCAL,12
SLUS_204.69,s_nScriptChangeTime,0x4da43c,1,OBJECT,LOCAL,12
SLUS_204.69,s_nScriptSequenceReset,0x4da440,4,OBJECT,LOCAL,12
SLUS_204.69,s_nScriptFrameLockEntry,0x4da444,4,OBJECT,LOCAL,12
SLUS_204.69,s_nScriptEventSkipEntry,0x4da448,4,OBJECT,LOCAL,12
SLUS_204.69,s_nScriptCfTime,0x4da44c,4,OBJECT,LOCAL,12
SLUS_204.69,s_nScriptEventFin,0x4da450,4,OBJECT,LOCAL,12
SLUS_204.69,s_nScriptEventActive,0x4da454,4,OBJECT,LOCAL,12
SLUS_204.69,s_nScriptTalkLock,0x4da458,4,OBJECT,LOCAL,12
SLUS_204.69,initJS,0x2610d0,116,FUNC,LOCAL,2
SLUS_204.69,scriptDB,0x4dede0,0,NOTYPE,LOCAL,14
SLUS_204.69,evtDebug,0x4dedd0,0,NOTYPE,LOCAL,14
SLUS_204.69,currentScriptDB,0x4dc594,0,NOTYPE,LOCAL,13
SLUS_204.69,sig0.0,0x36ae60,16,OBJECT,LOCAL,5
SLUS_204.69,sig1.1,0x36ae70,34,OBJECT,LOCAL,5
SLUS_204.69,sig.2,0x4da468,4,OBJECT,LOCAL,12
SLUS_204.69,sig.3,0x4da470,5,OBJECT,LOCAL,12
SLUS_204.69,sig.4,0x4da478,6,OBJECT,LOCAL,12
SLUS_204.69,getStrIndex,0x262160,60,FUNC,LOCAL,2
SLUS_204.69,replacePathExt,0x2621a0,72,FUNC,LOCAL,2
SLUS_204.69,PauseSkipCheck,0x262380,436,FUNC,LOCAL,2
SLUS_204.69,vmSwitchStr,0x36ae98,48,OBJECT,LOCAL,5
SLUS_204.69,lightSave,0x4da498,4,OBJECT,LOCAL,12
SLUS_204.69,DB_light,0x262d80,476,FUNC,LOCAL,2
SLUS_204.69,lightActFlags,0x4dee18,0,NOTYPE,LOCAL,14
SLUS_204.69,fileSelect,0x4dc598,0,NOTYPE,LOCAL,13
SLUS_204.69,DB_vmSwitch,0x262f60,540,FUNC,LOCAL,2
SLUS_204.69,DB_stageSelect,0x263180,508,FUNC,LOCAL,2
SLUS_204.69,DB_memory,0x263380,564,FUNC,LOCAL,2
SLUS_204.69,heapInfo,0x4dee28,0,NOTYPE,LOCAL,14
SLUS_204.69,heapUsed,0x4dc59c,0,NOTYPE,LOCAL,13
SLUS_204.69,lightFileNum,0x4dc5a0,0,NOTYPE,LOCAL,13
SLUS_204.69,DB_scriptFileSelect,0x263728,496,FUNC,LOCAL,2
SLUS_204.69,DB_wind,0x263918,288,FUNC,LOCAL,2
SLUS_204.69,dbgWind,0x4deeb0,0,NOTYPE,LOCAL,14
SLUS_204.69,resourceID,0x4dc5a4,0,NOTYPE,LOCAL,13
SLUS_204.69,windowOwner,0x4da4e8,4,OBJECT,LOCAL,12
SLUS_204.69,gcc2_compiled.,0x265150,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x265150,0,NOTYPE,LOCAL,2
SLUS_204.69,col,0x36aed0,56,OBJECT,LOCAL,5
SLUS_204.69,cursorSpeed,0x36af08,36,OBJECT,LOCAL,5
SLUS_204.69,vGridXZ,0x36af30,80,OBJECT,LOCAL,5
SLUS_204.69,vCursor,0x36af80,96,OBJECT,LOCAL,5
SLUS_204.69,cursorModeName,0x36aff8,20,OBJECT,LOCAL,5
SLUS_204.69,vRect,0x36b010,64,OBJECT,LOCAL,5
SLUS_204.69,vBox,0x36b050,80,OBJECT,LOCAL,5
SLUS_204.69,getCurrentCamera,0x266210,80,FUNC,LOCAL,2
SLUS_204.69,keyData,0x4deee0,0,NOTYPE,LOCAL,14
SLUS_204.69,mode,0x4dc5a8,0,NOTYPE,LOCAL,13
SLUS_204.69,toolFlags,0x4dc5ac,0,NOTYPE,LOCAL,13
SLUS_204.69,printM,0x268820,216,FUNC,LOCAL,2
SLUS_204.69,visible.0,0x4da518,4,OBJECT,LOCAL,12
SLUS_204.69,partsIndex,0x4dc5b0,0,NOTYPE,LOCAL,13
SLUS_204.69,lightDir,0x36b0a0,96,OBJECT,LOCAL,5
SLUS_204.69,lightCol,0x36b100,96,OBJECT,LOCAL,5
SLUS_204.69,lightColIndex,0x4da524,4,OBJECT,LOCAL,12
SLUS_204.69,lightSpeed,0x4da528,4,OBJECT,LOCAL,12
SLUS_204.69,lightStateOffset,0x4da52c,4,OBJECT,LOCAL,12
SLUS_204.69,lightIndex,0x4dc5b4,0,NOTYPE,LOCAL,13
SLUS_204.69,csr.1,0x4da54c,4,OBJECT,LOCAL,12
SLUS_204.69,dispy.2,0x4da550,4,OBJECT,LOCAL,12
SLUS_204.69,gcc2_compiled.,0x26a630,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x26a630,0,NOTYPE,LOCAL,2
SLUS_204.69,gcc2_compiled.,0x26ac68,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x26ac68,0,NOTYPE,LOCAL,2
SLUS_204.69,screenMask,0x26ac68,120,FUNC,LOCAL,2
SLUS_204.69,fxAdapter,0x26ace0,212,FUNC,LOCAL,2
SLUS_204.69,fxFunction,0x36b170,4,OBJECT,LOCAL,5
SLUS_204.69,gcc2_compiled.,0x26af68,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x26af68,0,NOTYPE,LOCAL,2
SLUS_204.69,getInfoAddr,0x26af68,120,FUNC,LOCAL,2
SLUS_204.69,gcc2_compiled.,0x26b130,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x26b130,0,NOTYPE,LOCAL,2
SLUS_204.69,js_type_int,0x36b178,12,OBJECT,LOCAL,5
SLUS_204.69,js_type_float,0x36b188,12,OBJECT,LOCAL,5
SLUS_204.69,js_type_string,0x36b198,12,OBJECT,LOCAL,5
SLUS_204.69,STR_trim,0x26bd18,120,FUNC,LOCAL,2
SLUS_204.69,STR_trim2,0x26bd90,132,FUNC,LOCAL,2
SLUS_204.69,STR_getLine,0x26bbc8,336,FUNC,LOCAL,2
SLUS_204.69,tokenType,0x4dc5c0,0,NOTYPE,LOCAL,13
SLUS_204.69,tokenCurrent,0x4dc5b8,0,NOTYPE,LOCAL,13
SLUS_204.69,tokenLimit,0x4dc5bc,0,NOTYPE,LOCAL,13
SLUS_204.69,gcc2_compiled.,0x26be18,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x26be18,0,NOTYPE,LOCAL,2
SLUS_204.69,gcc2_compiled.,0x26bf80,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x26bf80,0,NOTYPE,LOCAL,2
SLUS_204.69,sprt_base_register,0x36b1a8,32,OBJECT,LOCAL,5
SLUS_204.69,frame_init,0x26bfe8,16,FUNC,LOCAL,2
SLUS_204.69,sprt_init,0x26bff8,16,FUNC,LOCAL,2
SLUS_204.69,mask_init,0x26c008,20,FUNC,LOCAL,2
SLUS_204.69,EW_setDrawEnv,0x26c020,192,FUNC,LOCAL,2
SLUS_204.69,container_init,0x26c868,20,FUNC,LOCAL,2
SLUS_204.69,ew_send_mode,0x4da5b0,4,OBJECT,LOCAL,12
SLUS_204.69,tmp.0,0x4da5c0,4,OBJECT,LOCAL,12
SLUS_204.69,label_put,0x26d040,1004,FUNC,LOCAL,2
SLUS_204.69,frame_put,0x26cce0,864,FUNC,LOCAL,2
SLUS_204.69,sprt_put,0x26ca98,328,FUNC,LOCAL,2
SLUS_204.69,set_clip,0x26cbe0,188,FUNC,LOCAL,2
SLUS_204.69,mask_put,0x26c880,532,FUNC,LOCAL,2
SLUS_204.69,checkN2,0x26cca0,64,FUNC,LOCAL,2
SLUS_204.69,frameUV,0x36b1c8,128,OBJECT,LOCAL,5
SLUS_204.69,gcc2_compiled.,0x26d430,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x26d430,0,NOTYPE,LOCAL,2
SLUS_204.69,infoIndex,0x4da5c8,4,OBJECT,LOCAL,12
SLUS_204.69,infoLength,0x4da5cc,4,OBJECT,LOCAL,12
SLUS_204.69,markedSTR,0x36b248,16,OBJECT,LOCAL,5
SLUS_204.69,selectedSTR,0x36b258,16,OBJECT,LOCAL,5
SLUS_204.69,unselectedSTR,0x36b268,16,OBJECT,LOCAL,5
SLUS_204.69,normalSTR,0x36b278,16,OBJECT,LOCAL,5
SLUS_204.69,rsrcDefaultPath,0x4da5f4,4,OBJECT,LOCAL,12
SLUS_204.69,isLeave,0x26d960,12,FUNC,LOCAL,2
SLUS_204.69,gcc2_compiled.,0x26de50,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x26de50,0,NOTYPE,LOCAL,2
SLUS_204.69,MATRIX_mul3x4,0x26e310,236,FUNC,LOCAL,2
SLUS_204.69,gcc2_compiled.,0x26f4d8,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x26f4d8,0,NOTYPE,LOCAL,2
SLUS_204.69,ang.0,0x36b290,16,OBJECT,LOCAL,5
SLUS_204.69,pos.1,0x36b2a0,16,OBJECT,LOCAL,5
SLUS_204.69,pipo.2,0x4da6d8,4,OBJECT,LOCAL,12
SLUS_204.69,line00.3,0x4def20,0,NOTYPE,LOCAL,14
SLUS_204.69,line01.4,0x4df000,0,NOTYPE,LOCAL,14
SLUS_204.69,line02.5,0x4df0e0,0,NOTYPE,LOCAL,14
SLUS_204.69,line03.6,0x4df1c0,0,NOTYPE,LOCAL,14
SLUS_204.69,line10.7,0x4df2a0,0,NOTYPE,LOCAL,14
SLUS_204.69,line11.8,0x4df380,0,NOTYPE,LOCAL,14
SLUS_204.69,line12.9,0x4df460,0,NOTYPE,LOCAL,14
SLUS_204.69,time.10,0x4da6f0,4,OBJECT,LOCAL,12
SLUS_204.69,msg.11,0x4df540,0,NOTYPE,LOCAL,14
SLUS_204.69,bsp.12,0x4df590,0,NOTYPE,LOCAL,14
SLUS_204.69,no.13,0x4da6f4,4,OBJECT,LOCAL,12
SLUS_204.69,msg00.14,0x36b2b0,16,OBJECT,LOCAL,5
SLUS_204.69,data.15,0x36b2c0,240,OBJECT,LOCAL,5
SLUS_204.69,tag.16,0x36b3b0,4,OBJECT,LOCAL,5
SLUS_204.69,text.17,0x36b3b8,171,OBJECT,LOCAL,5
SLUS_204.69,count.18,0x4da728,4,OBJECT,LOCAL,12
SLUS_204.69,msg.19,0x36b468,8,OBJECT,LOCAL,5
SLUS_204.69,tag.20,0x36b470,17,OBJECT,LOCAL,5
SLUS_204.69,rbn.21,0x4df5e0,0,NOTYPE,LOCAL,14
SLUS_204.69,spr.22,0x4df7a0,0,NOTYPE,LOCAL,14
SLUS_204.69,line.23,0x4df840,0,NOTYPE,LOCAL,14
SLUS_204.69,tgf.24,0x4dfb00,0,NOTYPE,LOCAL,14
SLUS_204.69,cur.25,0x4dfb80,0,NOTYPE,LOCAL,14
SLUS_204.69,moji.26,0x36b488,27,OBJECT,LOCAL,5
SLUS_204.69,moji2.27,0x36b4a8,27,OBJECT,LOCAL,5
SLUS_204.69,d.28,0x4dfbd0,0,NOTYPE,LOCAL,14
SLUS_204.69,num.29,0x4dfc30,0,NOTYPE,LOCAL,14
SLUS_204.69,num.30,0x4dfcc0,0,NOTYPE,LOCAL,14
SLUS_204.69,num.31,0x4dfd50,0,NOTYPE,LOCAL,14
SLUS_204.69,num.32,0x4dfde0,0,NOTYPE,LOCAL,14
SLUS_204.69,d.33,0x4dfe70,0,NOTYPE,LOCAL,14
SLUS_204.69,line.34,0x36b4c8,72,OBJECT,LOCAL,5
SLUS_204.69,d.35,0x4dfe88,0,NOTYPE,LOCAL,14
SLUS_204.69,d.36,0x4dfeb0,0,NOTYPE,LOCAL,14
SLUS_204.69,time.37,0x4da733,1,OBJECT,LOCAL,12
SLUS_204.69,d.38,0x4dfec8,0,NOTYPE,LOCAL,14
SLUS_204.69,d.39,0x4dfee0,0,NOTYPE,LOCAL,14
SLUS_204.69,d.40,0x4dfef8,0,NOTYPE,LOCAL,14
SLUS_204.69,d.41,0x4dff10,0,NOTYPE,LOCAL,14
SLUS_204.69,d.42,0x36b510,84,OBJECT,LOCAL,5
SLUS_204.69,d.43,0x36b568,12,OBJECT,LOCAL,5
SLUS_204.69,d.44,0x4dff28,0,NOTYPE,LOCAL,14
SLUS_204.69,msg.45,0x36b578,20,OBJECT,LOCAL,5
SLUS_204.69,text00.46,0x36b590,176,OBJECT,LOCAL,5
SLUS_204.69,TestEnv.47,0x36b640,160,OBJECT,LOCAL,5
SLUS_204.69,eNumberTexEnv.48,0x36b6e0,96,OBJECT,LOCAL,5
SLUS_204.69,TestEnv.49,0x36b740,192,OBJECT,LOCAL,5
SLUS_204.69,x.50,0x4da734,4,OBJECT,LOCAL,12
SLUS_204.69,x.51,0x4da738,4,OBJECT,LOCAL,12
SLUS_204.69,TestEnv.52,0x36b800,192,OBJECT,LOCAL,5
SLUS_204.69,x.53,0x4da73c,4,OBJECT,LOCAL,12
SLUS_204.69,TestEnv.54,0x36b8c0,160,OBJECT,LOCAL,5
SLUS_204.69,x.55,0x4da740,4,OBJECT,LOCAL,12
SLUS_204.69,TestEnv.56,0x36b960,176,OBJECT,LOCAL,5
SLUS_204.69,x.57,0x4da744,4,OBJECT,LOCAL,12
SLUS_204.69,TestEnv.58,0x36ba10,192,OBJECT,LOCAL,5
SLUS_204.69,TestEnv.59,0x36bad0,176,OBJECT,LOCAL,5
SLUS_204.69,TestEnv.60,0x36bb80,192,OBJECT,LOCAL,5
SLUS_204.69,TestEnv.61,0x36bc40,176,OBJECT,LOCAL,5
SLUS_204.69,xx.62,0x4da748,4,OBJECT,LOCAL,12
SLUS_204.69,TestEnv.63,0x36bcf0,272,OBJECT,LOCAL,5
SLUS_204.69,TestEnv.64,0x36be00,208,OBJECT,LOCAL,5
SLUS_204.69,WinTexEnv.65,0x36bed0,112,OBJECT,LOCAL,5
SLUS_204.69,TestEnv.66,0x36bf40,128,OBJECT,LOCAL,5
SLUS_204.69,e_test,0x2728f8,156,FUNC,LOCAL,2
SLUS_204.69,files,0x36bfc0,72,OBJECT,LOCAL,5
SLUS_204.69,fname.67,0x4dff60,0,NOTYPE,LOCAL,14
SLUS_204.69,size.68,0x4dc5c4,0,NOTYPE,LOCAL,13
SLUS_204.69,endCallback,0x272ac0,284,FUNC,LOCAL,2
SLUS_204.69,eNumberTexEnv.69,0x36c010,96,OBJECT,LOCAL,5
SLUS_204.69,TestEnv.70,0x36c070,160,OBJECT,LOCAL,5
SLUS_204.69,x.71,0x4da74c,4,OBJECT,LOCAL,12
SLUS_204.69,buffer.72,0x4dc5c8,0,NOTYPE,LOCAL,13
SLUS_204.69,mm.73,0x4dffa0,0,NOTYPE,LOCAL,14
SLUS_204.69,Select.74,0x4da750,4,OBJECT,LOCAL,12
SLUS_204.69,text00.75,0x36c110,8,OBJECT,LOCAL,5
SLUS_204.69,Select.76,0x4da76c,4,OBJECT,LOCAL,12
SLUS_204.69,text00.77,0x36c118,8,OBJECT,LOCAL,5
SLUS_204.69,Select.78,0x4da780,4,OBJECT,LOCAL,12
SLUS_204.69,text00.79,0x36c120,8,OBJECT,LOCAL,5
SLUS_204.69,Select.80,0x4da784,4,OBJECT,LOCAL,12
SLUS_204.69,text00.81,0x36c128,8,OBJECT,LOCAL,5
SLUS_204.69,Select.82,0x4da798,4,OBJECT,LOCAL,12
SLUS_204.69,text00.83,0x36c130,40,OBJECT,LOCAL,5
SLUS_204.69,text01.84,0x36c158,12,OBJECT,LOCAL,5
SLUS_204.69,text02.85,0x36c168,8,OBJECT,LOCAL,5
SLUS_204.69,TopMode.86,0x4da808,4,OBJECT,LOCAL,12
SLUS_204.69,gcc2_compiled.,0x273d20,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x273d20,0,NOTYPE,LOCAL,2
SLUS_204.69,OpenSubType00,0x273d20,988,FUNC,LOCAL,2
SLUS_204.69,CloseSubType00,0x274100,988,FUNC,LOCAL,2
SLUS_204.69,OpenSubType01,0x2744e0,384,FUNC,LOCAL,2
SLUS_204.69,gcc2_compiled.,0x274be0,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x274be0,0,NOTYPE,LOCAL,2
SLUS_204.69,file_name.0,0x36c170,12,OBJECT,LOCAL,5
SLUS_204.69,Menu02Tex,0x4e0100,0,NOTYPE,LOCAL,14
SLUS_204.69,MenuWorkEndTop,0x520900,0,NOTYPE,LOCAL,14
SLUS_204.69,menuCallback,0x2750f8,104,FUNC,LOCAL,2
SLUS_204.69,original_font_no.1,0x4dc5cc,0,NOTYPE,LOCAL,13
SLUS_204.69,gcc2_compiled.,0x276358,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x276358,0,NOTYPE,LOCAL,2
SLUS_204.69,gcc2_compiled.,0x277608,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x277608,0,NOTYPE,LOCAL,2
SLUS_204.69,text,0x36c298,48,OBJECT,LOCAL,5
SLUS_204.69,MenuTopCommand,0x36c2c8,10,OBJECT,LOCAL,5
SLUS_204.69,MenuTopCommandLock,0x4dc5d0,0,NOTYPE,LOCAL,13
SLUS_204.69,command.0,0x36c2d8,132,OBJECT,LOCAL,5
SLUS_204.69,msg.1,0x36c360,12,OBJECT,LOCAL,5
SLUS_204.69,tskMenuTai,0x278380,1812,FUNC,LOCAL,2
SLUS_204.69,tskMenuTaiPointa,0x278a98,1116,FUNC,LOCAL,2
SLUS_204.69,gcc2_compiled.,0x27ac78,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x27ac78,0,NOTYPE,LOCAL,2
SLUS_204.69,otb,0x36c370,28,OBJECT,LOCAL,5
SLUS_204.69,msg_spr_count,0x4da918,4,OBJECT,LOCAL,12
SLUS_204.69,moji,0x530900,0,NOTYPE,LOCAL,14
SLUS_204.69,msg_spr,0x531900,0,NOTYPE,LOCAL,14
SLUS_204.69,MessageCpyEnd,0x4dc5d4,0,NOTYPE,LOCAL,13
SLUS_204.69,gcc2_compiled.,0x27bf40,0,NOTYPE,LOCAL,2
SLUS_204.69,__gnu_compiled_c,0x27bf40,0,NOTYPE,LOCAL,2
SLUS_204.69,cur_uv,0x36c390,32,OBJECT,LOCAL,5
SLUS_204.69,others_uv,0x36c3b0,200,OBJECT,LOCAL,5
SLUS_204.69,icom_uv,0x36c478,376,OBJECT,LOCAL,5
SLUS_204.69,pad_uv,0x36c5f0,64,OBJECT,LOCAL,5
SLUS_204.69,face_agws_uv,0x36c630,112,OBJECT,LOCAL,5
SLUS_204.69,tag_uv,0x36c6a0,416,OBJECT,LOCAL,5
SLUS_204.69,win_uv,0x36c840,96,OBJECT,LOCAL,5
SLUS_204.69,num_uv,0x36c8a0,80,OBJECT,LOCAL,5
SLUS_204.69,pad2_uv,0x36c8f0,176,OBJECT,LOCAL,5
SLUS_204.69,name_uv,0x36c9a0,8,OBJECT,LOCAL,5
SLUS_204.69,others2_uv,0x36c9a8,24,OBJECT,LOCAL,5
SLUS_204.69,face00_uv,0x36c9c0,16,OBJECT,LOCAL,5
SLUS_204.69,face01_uv,0x36c9d0,16,OBJECT,LOCAL,5
SLUS_204.69,face02_uv,0x36c9e0,16,OBJECT,LOCAL,5
SLUS_204.69,face03_uv,0x36c9f0,16,OBJECT,LOCAL,5
SLUS_204.69,face04_uv,0x36ca00,16,OBJECT,LOCAL,5
SLUS_204.69,face_puti_uv,0x36ca10,80,OBJECT,LOCAL,5
SLUS_204.69,thumnail_uv,0x36ca60,8,OBJECT,LOCAL,5
SLUS_204.69,ether_uv,0x36ca68,40,OBJECT,LOCAL,5
SLUS_204.69,seg_uv,0x36ca90,192,OBJECT,LOCAL,5
SLUS_204.69,umn_uv,0x36cb50,96,OBJECT,LOCAL,5
SLUS_204.69,umn2_uv,0x36cbb0,32,OBJECT,LOCAL,5
SLUS_204.69,umn3_uv,0x36cbd0,32,OBJECT,LOCAL,5
SLUS_204.69,btl_msg_uv,0x36cbf0,184,OBJECT,LOCAL,5
SLUS_204.69,btl_msg_uv2,0x36cca8,64,OBJECT,LOCAL,5
SLUS_204.69,btl_msg_uv3,0x36cce8,48,OBJECT,LOCAL,5
SLUS_204.69,uv_clut,0x36cd18,208,OBJECT,LOCAL,5
SLUS_204.69,PrintFunc,0x531a40,0,NOTYPE,LOCAL,14
SLUS_204.69,pPrintFuncTop,0x4dc5d8,0,NOTYPE,LOCAL,13
SLUS_204.69,ePrintEnv.0,0x36cdf0,96,OBJECT,LOCAL,5
SLUS_204.69,PrintFlush,0x27c070,112,FUNC,LOCAL,2
SLUS_204.69,endPrintInfoSet,0x27c128,252,FUNC,LOCAL,2
SLUS_204.69,subPrintSprite,0x27c2a0,348,FUNC,LOCAL,2
SLUS_204.69,PrintSprite00,0x27c400,80,FUNC,LOCAL,2
SLUS_204.69,PrintSprite01,0x27c450,692,FUNC,LOCAL,2
SLUS_204.69,PrintPoint,0x27c708,200,FUNC,LOCAL,2
SLUS_204.69,subPrintLine,0x27c7d0,252,FUNC,LOCAL,2
SLUS_204.69,PrintLine,0x27c8d0,64,FUNC,LOCAL,2
SLUS_204.69,PrintLine2,0x27c910,256,FUNC,LOCAL,2
SLUS_204.69,subPrintRibbon,0x27cbb8,252,FUNC,LOCAL,2
SLUS_204.69,PrintRibbon,0x27ccb8,64,FUNC,LOCAL,2
SLUS_204.69,PrintTagFont,0x27ccf8,892,FUNC,LOCAL,2
SLUS_204.69,ScissorSet,0x27d078,272,FUNC,LOCAL,2
SLUS_204.69,ScissorReset,0x27d188,108,FUNC,LOCAL,2
SLUS_204.69,PrintNumber,0x27d1f8,600,FUNC,LOCAL,2
SLUS_204.69,PrintWindow,0x27d450,1068,FUNC,LOCAL,2
SLUS_204.69,PrintFrame,0x27d880,684,FUNC,LOCAL,2
SLUS_204.69,ThumImageEnv.1,0x36ce50,96,OBJECT,LOCAL,5
SLUS_204.69,ThumDrawEnv.2,0x36ceb0,192,OBJECT,LOCAL,5
SLUS_204.69,PrintThumbnail,0x27db30,220,FUNC,LOCAL,2
